Reference Number,Included?,Authors,Article Title,Source Title,Publication Year,Volume,Page/Article Number,DOI
2334,N,"Srikant, Thanvi; Drost, Hajk-Georg",How Stress Facilitates Phenotypic Innovation Through Epigenetic Diversity,FRONTIERS IN PLANT SCIENCE,2021,11,606800,10.3389/fpls.2020.606800
2336,N,"Stevenson, John S.; Liu, Haoping",Nucleosome Assembly Factors CAF-1 and HIR Modulate Epigenetic Switching Frequencies in an H3K56 Acetylation-Associated Manner in Candida albicans,EUKARYOTIC CELL,2013,12,591-603,10.1128/EC.00334-12
2337,N,"Striedter, GF",Stepping into the same river twice: Homologues as recurring attractors in epigenetic landscapes,BRAIN BEHAVIOR AND EVOLUTION,1998,52,218-231,10.1159/000006565
2338,Y,"Suarez-Ulloa, Victoria; Rivera-Casas, Ciro; Michel, Michelot; Eirin-Lopez, Jose M.","Seasonal DNA methylation variation in the flat tree oyster Isognomon alatus from a mangrove ecosystem in North Biscayne Bay, Florida",JOURNAL OF SHELLFISH RESEARCH,2019,38,79-88,10.2983/035.038.0108
2339,N,"Suchentrunk, F",Epigenetic dental asymmetry of Israeli hares: Developmental stability along an environmental gradient,ISRAEL JOURNAL OF ZOOLOGY,2000,46,103-118,10.1560/YDF9-3NYK-J5A7-Y815
2340,N,"Sussarellu, Rossana; Lebreton, Morgane; Rouxel, Julien; Akcha, Farida; Riviere, Guillaume",Copper induces expression and methylation changes of early development genes in Crassostrea gigas embryos,AQUATIC TOXICOLOGY,2018,196,70-78,10.1016/j.aquatox.2018.01.001
2341,N,"Svardal, Hannes",Can Epigenetics Solve the Case of the Midwife Toad?-A Comment on Vargas,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,2010,314B,625-628,10.1002/jez.b.21376
2342,Y,"Syngelaki, Eleni; Schinkel, Christoph C. F.; Klatt, Simone; Hoerandl, Elvira",Effects of Temperature Treatments on Cytosine-Methylation Profiles of Diploid and Autotetraploid Plants of the Alpine Species Ranunculus kuepferi (Ranunculaceae),FRONTIERS IN PLANT SCIENCE,2020,11,435,10.3389/fpls.2020.00435
2343,N,"Takuno, Shohei; Ran, Jin-Hua; Gaut, Brandon S.",Evolutionary patterns of genic DNA methylation vary across land plants,NATURE PLANTS,2016,2,15222,10.1038/NPLANTS.2015.222
2344,N,"Tanabata, Takanari; Taguchi-Shiobara, Fumio; Kishimoto, Naoki; Chechetka, Svetlana; Shinomura, Tomoko; Habu, Yoshiki",A phenomics approach detected differential epigenetic growth regulation between inbreds and their hybrid in Oryza sativa,MOLECULAR BREEDING,2010,26,729-734,10.1007/s11032-010-9484-3
2345,N,"Tao, Juhong; Liang, Wanqi; An, Gynheung; Zhang, Dabing",OsMADS6 Controls Flower Development by Activating Rice FACTOR OF DNA METHYLATION LIKE1,PLANT PHYSIOLOGY,2018,177,713-727,10.1104/pp.18.00017
2346,N,"Taylor, Robert; Long, Jun; Yoon, Joon Won; Childs, Ronnie; Sylvestersen, Kathrine B.; Nielsen, Michael L.; Leong, King-Fu; Iannaccone, Stephen; Walterhouse, David O.; Robbins, David J.; Iannaccone, Philip",Regulation of GLI1 by cis DNA elements and epigenetic marks,DNA REPAIR,2019,79,21-Oct,10.1016/j.dnarep.2019.04.011
2347,N,"Tedeschi, Francesca; Rizzo, Paride; Bui Thi Mai Huong; Czihal, Andreas; Rutten, Twan; Altschmied, Lothar; Scharfenberg, Sarah; Grosse, Ivo; Becker, Claude; Weigel, Detlef; Baeumlein, Helmut; Kuhlmann, Markus",EFFECTOR OF TRANSCRIPTION factors are novel plant-specific regulators associated with genomic DNA methylation in Arabidopsis,NEW PHYTOLOGIST,2019,221,261-278,10.1111/nph.15439
2348,N,"ten Lohuis, MR; Miller, DJ",Light-regulated transcription of genes encoding peridinin chlorophyll a proteins and the major intrinsic light-harvesting complex proteins in the dinoflagellate Amphidinium carterae Hulburt (Dinophycae) - Changes in cytosine methylation accompany photoadaptation,PLANT PHYSIOLOGY,1998,117,189-196,10.1104/pp.117.1.189
2349,N,"Thier, Nadja; Ansorge, Hermann; Stefen, Clara","Assessing geographic differences in skulls of Neomys fodiens and Neomys anomalus using linear measurements, geometric morphometrics, and non-metric epigenetics",MAMMAL RESEARCH,2020,65,19-32,10.1007/s13364-019-00448-z
2350,N,"Thomas, David J.; Nava, Gerardo M.; Cai, Shi-Ying; Boyer, James L.; Hernandez-Zavala, Araceli; Gaskins, H. Rex",Arsenic (+3 Oxidation State) Methyltransferase and the Methylation of Arsenicals in the Invertebrate Chordate Ciona intestinalis,TOXICOLOGICAL SCIENCES,2010,113,70-76,10.1093/toxsci/kfp250
2351,N,"To, Taiko Kim; Nishizawa, Yuichiro; Inagaki, Soichi; Tarutani, Yoshiaki; Tominaga, Sayaka; Toyoda, Atsushi; Fujiyama, Asao; Berger, Frederic; Kakutani, Tetsuji",RNA interference-independent reprogramming of DNA methylation in Arabidopsis,NATURE PLANTS,2020,6,1455-1467,10.1038/s41477-020-00810-z
2352,N,"Tong, Wei; Li, Ruopei; Huang, Jin; Zhao, Huijuan; Ge, Ruoheng; Wu, Qiong; Mallano, Ali I.; Wang, Yanli; Li, Fangdong; Deng, Weiwei; Li, Yeyun; Xia, Enhua",Divergent DNA methylation contributes to duplicated gene evolution and chilling response in tea plants,PLANT JOURNAL,2021,106,1312-1327,10.1111/tpj.15237
2353,N,"Trejo-Arellano, Minerva S.; Mahrez, Walid; Nakamura, Miyuki; Moreno-Romero, Jordi; Nanni, Paolo; Kohler, Claudia; Hennig, Lars",H3K23me1 is an evolutionarily conserved histone modification associated with CG DNA methylation in Arabidopsis,PLANT JOURNAL,2017,90,293-303,10.1111/tpj.13489
2354,N,"Tricker, Penny J.",Transgenerational inheritance or resetting of stress-induced epigenetic modifications: two sides of the same coin,FRONTIERS IN PLANT SCIENCE,2015,6,699,10.3389/fpls.2015.00699
2355,N,"Uno, Ayako; Nakamura, Ryohei; Tsukahara, Tatsuya; Qu, Wei; Sugano, Sumio; Suzuki, Yutaka; Morishita, Shinichi; Takeda, Hiroyuki",Comparative Analysis of Genome and Epigenome in Closely Related Medaka Species Identifies Conserved Sequence Preferences for DNA Hypomethylated Domains,ZOOLOGICAL SCIENCE,2016,33,358-365,10.2108/zs160030
2356,N,"Valledor, Luis; Jesus Canal, Maria; Pascual, Jesus; Rodriguez, Roberto; Meijon, Monica","Early induced protein 1 (PrELIP1) and other photosynthetic, stress and epigenetic regulation genes are involved in Pinus radiata D. don UV-B radiation response",PHYSIOLOGIA PLANTARUM,2012,146,308-320,10.1111/j.1399-3054.2012.01629.x
2357,N,"Van de Vijver, G; Van Speybroeck, L; De Waele, D","Epigenetics: A challenge for genetics, evolution, and development?",FROM EPIGENESIS TO EPIGENETICS: THE GENOME IN CONTEXT,2002,981,6-Jan,10.1111/j.1749-6632.2002.tb04909.x
2358,N,"van Dijk, K; Marley, KE; Jeong, BR; Xu, JP; Hesson, J; Cerny, RL; Waterborg, JH; Cerutti, H",Monomethyl histone H3 lysine 4 as an epigenetic mark for silenced euchromatin in Chlamydomonas,PLANT CELL,2005,17,2439-2453,10.1105/tpc.105.034165
2359,N,"Van Dooren, Tom J. M.; Silveira, Amanda Bortolini; Gilbault, Elodie; Jimenez-Gomez, Jose M.; Martin, Antoine; Bach, Lien; Tisne, Sebastien; Quadrana, Leandro; Loudet, Olivier; Colot, Vincent","Mild drought in the vegetative stage induces phenotypic, gene expression, and DNA methylation plasticity in Arabidopsis but no transgenerational effects",JOURNAL OF EXPERIMENTAL BOTANY,2020,71,3588-3602,10.1093/jxb/eraa132
2360,N,"van Oers, Kees; Sepers, Bernice; Sies, William; Gawehns, Fleur; Verhoeven, Koen J. F.; Laine, Veronika N.",Epigenetics of Animal Personality: DNA Methylation Cannot Explain the Heritability of Exploratory Behavior in a Songbird,INTEGRATIVE AND COMPARATIVE BIOLOGY,2020,60,1517-1530,10.1093/icb/icaa138
2361,N,"Vandegehuchte, Michiel B.; Janssen, Colin R.",Epigenetics in an ecotoxicological context,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,2014,764,36-45,10.1016/j.mrgentox.2013.08.008
2362,N,"Vannier, Nathan; Mony, Cendrine; Bittebiere, Anne-Kristel; Vandenkoornhuyse, Philippe",Epigenetic Mechanisms and Microbiota as a Toolbox for Plant Phenotypic Adjustment to Environment,FRONTIERS IN PLANT SCIENCE,2015,6,1159,10.3389/fpls.2015.01159
2363,N,"Varriale, Annalisa","DNA Methylation in Plants and Its Implications in Development, Hybrid Vigour, and Evolution",PLANT EPIGENETICS,2017,,263-280,10.1007/978-3-319-55520-1_14
2364,N,"Vasil'Eva, I",Epigenetic divergence of Asian high-mountain voles of the subgenus Aschizomys from southern and north-eastern Siberia,FOLIA ZOOLOGICA,1999,48,105-114,
2365,Y,"Venegas, Daniela; Marmolejo-Valencia, Alejandro; Valdes-Quezada, Christian; Govenzensky, Tzipe; Recillas-Targa, Felix; Merchant-Larios, Horacio",Dimorphic DNA methylation during temperature-dependent sex determination in the sea turtle Lepidochelys olivacea,GENERAL AND COMPARATIVE ENDOCRINOLOGY,2016,236,35-41,10.1016/j.ygcen.2016.06.026
2366,Y,"Venetsky, Anna; Levy-Zamir, Adva; Khasdan, Vadim; Domb, Katherine; Kashkush, Khalil",Structure and extent of DNA methylation-based epigenetic variation in wild emmer wheat (T-turgidum ssp dicoccoides) populations,BMC PLANT BIOLOGY,2015,15,200,10.1186/s12870-015-0544-z
2367,N,"Vicic, V.; Barisic, D.; Horvat, T.; Birus, I.; Zoldos, Vlatka","Epigenetic characterization of chromatin in cycling cells of pedunculate oak, Quercus robur L.",TREE GENETICS & GENOMES,2013,9,1247-1256,10.1007/s11295-013-0632-x
2368,Y,"Vogt, Janina C.; Herklotz, Veit; Ritz, Christiane M.",EPIGENETIC PATTERNS IN GENETICALLY IMBALANCED POLYPLOID DOG ROSE HYBRIDS (ROSA L. SECT. CANINAE (DC.) SER.) REVEALED BY cDNA-AMPLIFIED FRAGMENT LENGTH POLYMORPHISMS AND METHYLATION-SENSITIVE AMPLIFIED POLYMORPHISMS,INTERNATIONAL JOURNAL OF PLANT SCIENCES,2015,176,433-445,10.1086/680725
2369,N,"Walworth, Nathan G.; Lee, Michael D.; Dolzhenko, Egor; Fu, Fei-Xue; Smith, Andrew D.; Webb, Eric A.; Hutchins, David A.",Long-Term m5C Methylome Dynamics Parallel Phenotypic Adaptation in the Cyanobacterium Trichodesmium,MOLECULAR BIOLOGY AND EVOLUTION,2021,38,927-939,10.1093/molbev/msaa256
2370,Y,"Wang, Bi Xiao; Ma, Yue; Hua, An; Xu, An Chun; Yang, Shu Hui",Wild or farmed? A pilot study on determining origin of wildlife meat using methylation rate of ACTN3 gene and American mink,MAMMAL RESEARCH,2020,65,599-605,10.1007/s13364-020-00502-1
2371,N,"Wang, Chun-Guo; Li, Hui; Xue, Zhen-Yi; Chen, Cheng-Bin; Gu, Yu; Sun, De-Ling; Song, Wen-Qin",Marker-based analysis of genome structure and DNA methylation in a watermelon (Citrullus lanatus) ploidy series,BOTANICAL STUDIES,2009,50,389-402,
2372,N,"Wang, Hongyan; Chai, Yang; Chu, Xiucheng; Zhao, Yunyang; Wu, Ying; Zhao, Jihong; Ngezahayo, Frederic; Xu, Chunming; Liu, Bao",Molecular characterization of a rice mutator-phenotype derived from an incompatible cross-pollination reveals transgenerational mobilization of multiple transposable elements and extensive epigenetic instability,BMC PLANT BIOLOGY,2009,9,63,10.1186/1471-2229-9-63
2373,N,"Wang, Huina; Li, Bingyi; Chen, Feifei; Zhou, Yanqing; Li, Jiaojiao; Zheng, Xue; Duan, Hongying","ANALYSIS ON PHENOTYPE, CATALPOL ACCUMULATION AND METHYLATION OF REHMANNIA GLUTINOSA",PAKISTAN JOURNAL OF BOTANY,2019,51,461-467,10.30848/PJB2019-2(13)
2374,N,"Wang, Lei; Shi, Yan; Chang, Xiaojun; Jing, Shengli; Zhang, Qunjie; You, Chenjiang; Yuan, Hongyu; Wang, Haifeng",DNA methylome analysis provides evidence that the expansion of the tea genome is linked to TE bursts,PLANT BIOTECHNOLOGY JOURNAL,2019,17,826-835,10.1111/pbi.13018
2375,N,"Wang, Lin; Xie, Jiahui; Hu, Jiantuan; Lan, Binyuan; You, Chenjiang; Li, Fenglan; Wang, Zhengjia; Wang, Haifeng",Comparative epigenomics reveals evolution of duplicated genes in potato and tomato,PLANT JOURNAL,2018,93,460-471,10.1111/tpj.13790
2376,N,"Wang, Qin-Mei; Wang, Li; Zhou, Yongbin; Cui, Jianguo; Wang, Yuzhang; Zhao, Chengming",Leaf patterning of Clivia miniata var. variegata is associated with differential DNA methylation,PLANT CELL REPORTS,2016,35,167-184,10.1007/s00299-015-1877-7
2377,N,"Wang, Qin-Mei; Wang, Yu-Zhang; Sun, Li-Li; Gao, Feng-Zhan; Sun, Wei; He, Jing; Gao, Xiang; Wang, Li",Direct and indirect organogenesis of Clivia miniata and assessment of DNA methylation changes in various regenerated plantlets,PLANT CELL REPORTS,2012,31,1283-1296,10.1007/s00299-012-1248-6
2378,N,"Wang, Xiangfeng; Elling, Axel A.; Li, Xueyong; Li, Ning; Peng, Zhiyu; He, Guangming; Sun, Hui; Qi, Yijun; Liu, X. Shirley; Deng, Xing Wang",Genome-Wide and Organ-Specific Landscapes of Epigenetic Modifications and Their Relationships to mRNA and Small RNA Transcriptomes in Maize,PLANT CELL,2009,21,1053-1069,10.1105/tpc.109.065714
2379,N,"Wang, Xiaoran; Wu, Rui; Lin, Xiuyun; Bai, Yan; Song, Congdi; Yu, Xiaoming; Xu, Chunming; Zhao, Na; Dong, Yuzhu; Liu, Bao","Tissue culture-induced genetic and epigenetic alterations in rice pure-lines, F1 hybrids and polyploids",BMC PLANT BIOLOGY,2013,13,77,10.1186/1471-2229-13-77
2380,N,"Wang, Yu-long; Wang, Zhang-xun; Liu, Chun; Wang, Si-bao; Huang, Bo",Genome-wide analysis of DNA methylation in the sexual stage of the insect pathogenic fungus Cordyceps militaris,FUNGAL BIOLOGY,2015,119,1246-1254,10.1016/j.funbio.2015.08.017
2381,N,"Wang, Yupeng; Wang, Xiyin; Lee, Tae-Ho; Mansoor, Shahid; Paterson, Andrew H.",Gene body methylation shows distinct patterns associated with different gene origins and duplication modes and has a heterogeneous relationship with gene expression in Oryza sativa (rice),NEW PHYTOLOGIST,2013,198,274-283,10.1111/nph.12137
2382,N,"Wang, Yushuai; Liang, Weiqi; Tang, Tian",Constant conflict between Gypsy LTR retrotransposons and CHH methylation within a stress-adapted mangrove genome,NEW PHYTOLOGIST,2018,220,922-935,10.1111/nph.15209
2383,N,"Waters, Amanda J.; Makarevitch, Irina; Eichten, Steve R.; Swanson-Wagner, Ruth A.; Yeh, Cheng-Ting; Xu, Wayne; Schnable, Patrick S.; Vaughn, Matthew W.; Gehring, Mary; Springer, Nathan M.",Parent-of-Origin Effects on Gene Expression and DNA Methylation in the Maize Endosperm,PLANT CELL,2011,23,4221-4233,10.1105/tpc.111.092668
2384,N,"Weinhold, Arne",Transgenerational stress-adaption: an opportunity for ecological epigenetics,PLANT CELL REPORTS,2018,37,9-Mar,10.1007/s00299-017-2216-y
2385,N,"Weinhold, Arne; Kallenbach, Mario; Baldwin, Ian Thomas",Progressive 35S promoter methylation increases rapidly during vegetative development in transgenic Nicotiana attenuata plants,BMC PLANT BIOLOGY,2013,13,99,10.1186/1471-2229-13-99
2386,N,"Werner, Olaf; Prudencio, Angela S.; de la Cruz-Martinez, Elena; Nieto-Lugilde, Marta; Martinez-Gomez, Pedro; Ros, Rosa M.",A Cost Reduced Variant of Epi-Genotyping by Sequencing for Studying DNA Methylation in Non-model Organisms,FRONTIERS IN PLANT SCIENCE,2020,11,694,10.3389/fpls.2020.00694
2387,N,"Whatley, Kezia C. L.; Padalino, Gilda; Whiteland, Helen; Geyer, Kathrin K.; Hulme, Benjamin J.; Chalmers, Iain W.; Forde-Thomas, Josephine; Ferla, Salvatore; Brancale, Andrea; Hoffmann, Karl F.",The repositioning of epigenetic probes/inhibitors identifies new anti-schistosomal lead compounds and chemotherapeutic targets,PLOS NEGLECTED TROPICAL DISEASES,2019,13,e0007693,10.1371/journal.pntd.0007693
2388,Y,"Whitaker, Justine M.; Welsh, Amy B.; Hondorp, Darryl W.; Boase, James C.; Merovich, George T.; Welsh, Stuart; Krueger, Charles","Variation in DNA methylation is associated with migratory phenotypes of lake sturgeon Acipenser fulvescens in the St. Clair River, MI, USA",JOURNAL OF FISH BIOLOGY,2018,93,942-951,10.1111/jfb.13804
2389,N,"Willing, Eva-Maria; Rawat, Vimal; Mandakova, Terezie; Maumus, Florian; James, Geo Velikkakam; Nordstroem, Karl J. V.; Becker, Claude; Warthmann, Norman; Chica, Claudia; Szarzynska, Bogna; Zytnicki, Matthias; Albani, Maria C.; Kiefer, Christiane; Bergonzi, Sara; Castaings, Loren; Mateos, Julieta L.; Berns, Markus C.; Bujdoso, Nora; Piofczyk, Thomas; de Lorenzo, Laura; Barrero-Sicilia, Cristina; Mateos, Isabel; Piednoel, Mathieu; Hagmann, Joerg; Chen-Min-Tao, Romy; Iglesias-Fernandez, Raquel; Schuster, Stephan C.; Alonso-Blanco, Carlos; Roudier, Francois; Carbonero, Pilar; Paz-Ares, Javier; Davis, Seth J.; Pecinka, Ales; Quesneville, Hadi; Colot, Vincent; Lysak, Martin A.; Weigel, Detlef; Coupland, George; Schneeberger, Korbinian",Genome expansion of Arabis alpina linked with retrotransposition and reduced symmetric DNA methylation,NATURE PLANTS,2015,1,14023,10.1038/NPLANTS.2014.23
2390,N,"Wu, Ranran; Zhang, Fengxia; Liu, Lingyun; Li, Wei; Pichersky, Eran; Wang, Guodong","MeNA, Controlled by Reversible Methylation of Nicotinate, Is an NAD Precursor that Undergoes Long-Distance Transport in Arabidopsis",MOLECULAR PLANT,2018,11,1264-1277,10.1016/j.molp.2018.07.003
2391,Y,"Wu, Wei-Qing; Yi, Ma Re; Wang, Xin-Feng; Ma, Li-Li; Jiang, Lily; Li, Xi-Wen; Xiao, Hong-Xing; Sun, Ming-Zhou; Li, Lin-Feng; Liu, Bao",Genetic and epigenetic differentiation between natural Betula ermanii (Betulaceae) populations inhabiting contrasting habitats,TREE GENETICS & GENOMES,2013,9,1321-1328,10.1007/s11295-013-0641-9
2392,N,"Wu, Xin; Lindsey, Amelia R., I; Chatterjee, Paramita; Werren, John H.; Stouthamer, Richard; Yi, Soojin, V",Distinct epigenomic and transcriptomic modifications associated with Wolbachia-mediated asexuality,PLOS PATHOGENS,2020,16,e1008397,10.1371/journal.ppat.1008397
2393,N,"Xu, Chunming; Nadon, Brian D.; Kim, Kyung Do; Jackson, Scott A.",Genetic and epigenetic divergence of duplicate genes in two legume speciesKey-words,PLANT CELL AND ENVIRONMENT,2018,41,2033-2044,10.1111/pce.13127
2394,N,"Xu, Wei; Liu, Aizhong",Epigenetic Regulation in Castor Bean Seeds,CASTOR BEAN GENOME,2018,,181-195,10.1007/978-3-319-97280-0_10
2395,N,"Xu, Yanhao; Zhong, Lan; Wu, Xiaoming; Fang, Xiaoping; Wang, Jianbo",Rapid alterations of gene expression and cytosine methylation in newly synthesized Brassica napus allopolyploids,PLANTA,2009,229,471-483,10.1007/s00425-008-0844-8
2396,N,"Xu, Zhihui; Shi, Xiaobo; Bao, Mengmei; Song, Xiaoqian; Zhang, Yuxia; Wang, Haiyan; Xie, Hairong; Mao, Fei; Wang, Shuai; Jin, Hongmei; Dong, Suomeng; Zhang, Feng; Wu, Zhe; Wu, Yufeng",Transcriptome-Wide Analysis of RNA m(6)A Methylation and Gene Expression Changes Among Two Arabidopsis Ecotypes and Their Reciprocal Hybrids,FRONTIERS IN PLANT SCIENCE,2021,12,685189,10.3389/fpls.2021.685189
2397,N,"Yaari, Rafael; Noy-Malka, Chen; Wiedemann, Gertrud; Gershovitz, Nitzan Auerbach; Reski, Ralf; Katz, Aviva; Ohad, Nir",DNA METHYLTRANSFERASE 1 is involved in (m)CG and (m)CCG DNA methylation and is essential for sporophyte development in Physcomitrella patens,PLANT MOLECULAR BIOLOGY,2015,88,387-400,10.1007/s11103-015-0328-8
2398,N,"Yadav, Vrijesh Kumar; Rai, Krishan Mohan; Kumar, Nishant; Yadav, Vikash Kumar",Regulation of Gene Expression by Global Methylation Pattern in Plants Development,OMICS-BASED APPROACHES IN PLANT BIOTECHNOLOGY,2019,,287-301,
2400,N,"Yakovlev, Igor A.; Carneros, Elena; Lee, YeonKyeong; Olsen, Jorunn E.; Fossdal, Carl Gunnar",Transcriptional profiling of epigenetic regulators in somatic embryos during temperature induced formation of an epigenetic memory in Norway spruce,PLANTA,2016,243,1237-1249,10.1007/s00425-016-2484-8
2401,N,"Yakovlev, Igor A.; Fossdal, Carl Gunnar; Johnsen, Oystein","MicroRNAs, the epigenetic memory and climatic adaptation in Norway spruce",NEW PHYTOLOGIST,2010,187,1154-1169,10.1111/j.1469-8137.2010.03341.x
2402,N,"Yan, Haidong; Bombarely, Aureliano; Xu, Bin; Wu, Bingchao; Frazier, Taylor P.; Zhang, Xinquan; Chen, Jing; Chen, Peilin; Sun, Min; Feng, Guangyan; Wang, Chengran; Cui, Chenming; Li, Qi; Zhao, Bingyu; Huang, Linkai",Autopolyploidization in switchgrass alters phenotype and flowering time via epigenetic and transcription regulation,JOURNAL OF EXPERIMENTAL BOTANY,2019,70,5673-5686,10.1093/jxb/erz325
2403,N,"Yan, Huihuang; Kikuchi, Shinji; Neumann, Pavel; Zhang, Wenli; Wu, Yufeng; Chen, Feng; Jiang, Jiming",Genome-wide mapping of cytosine methylation revealed dynamic DNA methylation patterns associated with genes and centromeres in rice,PLANT JOURNAL,2010,63,353-365,10.1111/j.1365-313X.2010.04246.x
2404,N,"Yang, Feng; Li, Ling; Lin, Senjie",Methylation Pattern and Expression Dynamics of Methylase and Photosystem Genes Under varying light Intensities in Fugacium kawagutii (Symbiodiniaceae),JOURNAL OF PHYCOLOGY,2020,56,1738-1747,10.1111/jpy.13070
